Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A491041,BLU,DOG,GRAY,,Neutered,2012-09-17,2017-02-12,NORMAL,OWNER SURRENDER,OTC,HYPER,2017-02-15,"2000 COTA AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.7925822,-118.2165624,Alive on Intake,FALSE,1,"33.7925822, -118.2165624"
A609985,,CAT,GRAY,WHITE,Male,2018-04-20,2018-06-20,NORMAL,STRAY,OTC,,2018-06-29,"2000 E 11TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7807837,-118.1665866,Alive on Intake,FALSE,1,"33.7807837, -118.1665866"
A671071,KASH,DOG,LIVER,,Neutered,2021-03-27,2022-02-27,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,BITES,2022-03-30,"2000 E 14TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7844232,-118.1676387,Alive on Intake,FALSE,1,"33.7844232, -118.1676387"
A588833,,CAT,CRM TABBY,,Male,2017-03-31,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-26,"2000 E 14TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,33.7844232,-118.1676387,Alive on Intake,FALSE,1,"33.7844232, -118.1676387"
A588831,,CAT,GRAY TABBY,,Female,2017-03-31,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"2000 E 14TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7844232,-118.1676387,Alive on Intake,FALSE,1,"33.7844232, -118.1676387"
A588893,*DREAMER,CAT,BRN TABBY,,Spayed,2016-04-20,2017-04-20,NORMAL,STRAY,OTC,,2017-04-30,"2000 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,33.8593663,-118.170208,Alive on Intake,FALSE,1,"33.8593663, -118.170208"
A618358,*PECAN PIE,CAT,WHITE,GRAY,Male,2015-12-03,2018-12-03,NORMAL,STRAY,FIELD,,2019-01-04,"2000 E APPLETON ST, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,33.7676779,-118.167617,Alive on Intake,FALSE,1,"33.7676779, -118.167617"
A717680,,DOG,WHITE,BROWN,Female,2017-03-26,2024-03-25,ILL SEVERE,STRAY,FIELD,,2024-03-27,2000 E ARTESIA,LONG BEACH,EUTHANASIA,AT VET,33.8745978,-118.1685667,Alive on Intake,TRUE,0,"33.8745978, -118.1685667"
A587066,,CAT,BRN TABBY,WHITE,Female,2014-03-15,2017-03-15,NORMAL,STRAY,OTC,,2017-03-22,"2000 E JEFFERSON ST, CARSON, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.833985,-118.2249095,Alive on Intake,FALSE,1,"33.833985, -118.2249095"
A718000,,CAT,CREAM,,Unknown,,2024-04-03,UNDER AGE/WEIGHT,STRAY,FIELD,,2024-04-04,2000 EASY AVE LONG BEACH CA 90810,LONG BEACH,EUTHANASIA,INJ SEVERE,33.7936573,-118.2098299,Alive on Intake,TRUE,0,"33.7936573, -118.2098299"
A679868,,BIRD,WHITE,GRAY,Unknown,2021-07-15,2022-07-15,INJURED  SEVERE,WILDLIFE,FIELD,,2022-07-17,"2000 EDISON AVE, LONG BEACH, CA 90802",LONG BEACH,DISPOSAL,ACS DISPO,33.7789329,-118.2184828,Alive on Intake,FALSE,1,"33.7789329, -118.2184828"
A621722,CHUCK NORRIS,DOG,BRN MERLE,WHITE,Neutered,2017-02-13,2019-02-13,NORMAL,STRAY,FIELD,,2019-09-25,"2000 EUCLID AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,33.7934161,-118.1447999,Alive on Intake,FALSE,1,"33.7934161, -118.1447999"
A523396,HAZEL,DOG,WHITE,,Spayed,2013-03-01,2018-02-22,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-03-04,"2000 MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7934938,-118.1981016,Alive on Intake,FALSE,1,"33.7934938, -118.1981016"
A596733,CHARLIE,CAT,TORBI,,Female,2013-09-08,2017-09-08,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-11-30,"2000 MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,33.7934938,-118.1981016,Alive on Intake,FALSE,1,"33.7934938, -118.1981016"
A613363,PRINCE,DOG,BLACK,BROWN,Neutered,2016-07-25,2018-08-22,NORMAL,OWNER SURRENDER,OTC,BITES,2018-08-30,"2000 N BEVERLY PLAZA, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,BEH MODERA,33.7924225,-118.1357205,Alive on Intake,TRUE,0,"33.7924225, -118.1357205"
A617568,BENNY,DOG,WHITE,,Male,2009-11-15,2018-11-15,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-11-16,"2000 N BEVERLY PLZ, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7924225,-118.1357205,Alive on Intake,FALSE,1,"33.7924225, -118.1357205"
A635324,TOAST,CAT,TORTIE,BROWN,Spayed,2019-07-24,2019-10-24,NORMAL,STRAY,OTC,,2019-12-28,"2000 N GOLD STAR DR, LONG BEACH, CA 90810",DISTRICT7,ADOPTION,SPEC EVT,33.8119364,-118.2178026,Alive on Intake,FALSE,1,"33.8119364, -118.2178026"
A594499,,BIRD,BROWN,BLACK,Unknown,,2017-07-30,INJURED  MODERATE,WILDLIFE,FIELD,,2017-07-30,"2000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7921726,-118.0990448,Alive on Intake,TRUE,0,"33.7921726, -118.0990448"
A600569,,CAT,BLACK,WHITE,Male,2012-11-29,2017-11-29,ILL SEVERE,STRAY,OTC,,2017-11-29,"2000 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7935031,-118.1828539,Alive on Intake,TRUE,0,"33.7935031, -118.1828539"
A626588,*HICKORY,DOG,BLACK,WHITE,Neutered,2018-12-17,2019-05-17,NORMAL,STRAY,FIELD,,2019-05-30,"2000 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7935031,-118.1828539,Alive on Intake,FALSE,1,"33.7935031, -118.1828539"
A584068,,DOG,WHITE,TAN,Male,2016-01-04,2017-01-04,NORMAL,STRAY,OTC,,2017-01-11,"2000 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.79368720000001,-118.1870385,Alive on Intake,FALSE,1,"33.79368720000001, -118.1870385"
A623189,,WILD,GRAY,,Unknown,,2019-03-14,INJURED  SEVERE,WILDLIFE,FIELD,,2019-03-14,"2000 PETALUMA AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7921879,-118.1003086,Alive on Intake,TRUE,0,"33.7921879, -118.1003086"
A719275,MILO,DOG,BROWN,,Neutered,2023-04-20,2024-04-20,ILL MILD,OWNER SURRENDER,OTC,NO HOME,,"2000 SAN GABRIEL AVE, LONG BEACH CA",LONG BEACH,,,33.7923838,-118.2236742,Alive on Intake,FALSE,1,"33.7923838, -118.2236742"
A626529,CHANEL,CAT,WHITE,BLACK,Female,2013-05-16,2019-05-16,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2019-05-18,"2000 SAN GABRIEL AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7923838,-118.2236742,Alive on Intake,FALSE,1,"33.7923838, -118.2236742"
A604532,BRODY,CAT,CALICO,WHITE,Spayed,2016-03-06,2018-03-06,NORMAL,QUARANTINE,,,2018-05-19,"2000 SAN GABRIEL AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7923838,-118.2236742,Alive on Intake,FALSE,1,"33.7923838, -118.2236742"
A637530,*EDISON,CAT,ORG TABBY,WHITE,Neutered,2018-12-13,2019-12-13,NORMAL,STRAY,FIELD,,2020-01-02,"2000 STEVELY AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,33.7918471,-118.0925199,Alive on Intake,FALSE,1,"33.7918471, -118.0925199"
A588343,CATALUNA,CAT,TORTIE,,Spayed,2015-04-09,2017-04-09,NORMAL,STRAY,OTC,,2017-05-12,"2000 W HILL ST, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7967853,-118.218525,Alive on Intake,FALSE,1,"33.7967853, -118.218525"
A588354,,CAT,BLACK,,Female,2017-03-26,2017-04-09,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-09,"2000 W HILL ST, LONG BEACH, CA 90810",LONG BEACH,RESCUE,ZAZZYCAT,33.7967853,-118.218525,Alive on Intake,FALSE,1,"33.7967853, -118.218525"
A629078,*GREG,CAT,GRAY,,Neutered,2016-06-29,2019-06-29,NORMAL,STRAY,OTC,,2019-07-12,"20000 BARCELONA AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,FOLBA,33.8479234,-118.0762579,Alive on Intake,FALSE,1,"33.8479234, -118.0762579"
A624847,,CAT,GRAY TABBY,,Female,2019-04-09,2019-04-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-04-20,"20000 BLK AVENIDO BARCELONA, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8479234,-118.0762579,Alive on Intake,FALSE,1,"33.8479234, -118.0762579"
A719331,,CAT,GRAY TABBY,,Female,2023-04-21,2024-04-21,NORMAL,STRAY,OTC,,2024-04-21,20000 BLK NORWALK BLVD HAWAIIAN GARDENS CA 90716,OUT OF AREA,TRANSFER,LA COUNTY,33.8488068,-118.0720984,Alive on Intake,FALSE,1,"33.8488068, -118.0720984"
A703005,*WINFORD,CAT,BLACK,WHITE,Neutered,2023-05-01,2023-07-16,UNDER AGE/WEIGHT,STRAY,OTC,,2023-09-06,20000 BLK PIONEER BLVD CERRITOS CA 90703,CERRITOS,ADOPTION,WEB,33.8486774,-118.0819496,Alive on Intake,FALSE,1,"33.8486774, -118.0819496"
A648240,,CAT,BRN TABBY,WHITE,Female,2020-08-03,2020-09-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-11,"20000 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A648237,,CAT,BRN TABBY,WHITE,Female,2020-08-03,2020-09-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-11,"20000 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A603430,,CAT,BRN TABBY,WHITE,Male,2012-02-04,2018-02-04,INJURED  SEVERE,STRAY,FIELD,,2018-02-04,"20000 GRIDLEY RD, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8484686,-118.0907533,Alive on Intake,TRUE,0,"33.8484686, -118.0907533"
A642647,*DAVID,CAT,CREAM PT,,Male,2020-04-01,2020-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-17,"20000 RHODA CIR, CERRITOS, CA 90703",CERRITOS,ADOPTION,,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A609263,PENNY,DOG,BROWN,WHITE,Spayed,2003-06-07,2018-06-07,NORMAL,STRAY,OTC,,2018-06-07,"2009 E 6TH ST, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.774434,-118.1676803,Alive on Intake,FALSE,1,"33.774434, -118.1676803"
A623039,*FREDDIE M.,CAT,GRAY TABBY,,Spayed,2017-03-10,2019-03-10,NORMAL,STRAY,OTC,,2019-03-14,"200TH BLK E FORHAN ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8712709,-118.1988947,Alive on Intake,FALSE,1,"33.8712709, -118.1988947"
A691096,,BIRD,BLACK,,Unknown,,2022-12-28,ILL SEVERE,WILDLIFE,FIELD,,2022-12-28,"20100 BLK AVENIDA PAMPLONA, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8477935,-118.0742406,Alive on Intake,TRUE,0,"33.8477935, -118.0742406"
A677429,,OTHER,GRAY,,Unknown,,2022-06-12,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-06-12,"20100 BLK PLAZA DE CORDOBA, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.84791,-118.0766751,Alive on Intake,TRUE,0,"33.84791, -118.0766751"
A677427,,OTHER,GRAY,,Unknown,,2022-06-12,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-06-12,"20100 BLK PLAZA DE CORDOBA, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.84791,-118.0766751,Alive on Intake,TRUE,0,"33.84791, -118.0766751"
A655529,*,CAT,BLACK,WHITE,Male,2021-03-22,2021-03-27,UNDER AGE/WEIGHT,STRAY,OTC,,2021-03-27,"20100 BLK RHODA CIR, CERRITOS CA 90703",CERRITOS,RESCUE,SBACC,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A655530,*,CAT,BLACK,WHITE,Male,2021-03-22,2021-03-27,UNDER AGE/WEIGHT,STRAY,OTC,,2021-03-27,"20100 BLK RHODA CIR, CERRITOS CA 90703",CERRITOS,RESCUE,SBACC,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A649307,*AQUAMAN,CAT,BRN TABBY,WHITE,Male,2020-08-24,2020-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"20100 BLK RHODA CIR, CERRITOS CA, 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A646750,TUX,CAT,BLACK,WHITE,Male,2020-06-21,2020-08-06,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-08,"20100 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,FOSTER TO ADOPT,,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A646751,SWEET PEA,CAT,BLACK,WHITE,Spayed,2020-06-21,2020-08-06,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-08,"20100 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,FOSTER TO ADOPT,,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A649309,*WONDER WOMAN,CAT,WHITE,BRN TABBY,Female,2020-08-24,2020-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"20100 BLK RHODA CIRCLE, CERRITOS CA 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A649312,*BATMAN,CAT,BRN TABBY,WHITE,Male,2020-08-24,2020-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"20100 BLK RHODA CIRCLE, CERRITOS CA 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8475831,-118.0672484,Alive on Intake,FALSE,1,"33.8475831, -118.0672484"
A644305,*CHRISSY,CAT,BRN TABBY,WHITE,Spayed,2020-04-23,2020-06-23,NORMAL,STRAY,OTC,,2020-07-12,"20100 PLAZA DE CORDOBA, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.84791,-118.0766751,Alive on Intake,FALSE,1,"33.84791, -118.0766751"
A644306,*THELMA,CAT,GRAY TABBY,,Spayed,2020-04-23,2020-06-23,NORMAL,STRAY,OTC,,2020-07-18,"20100 PLAZA DE CORDOBA, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.84791,-118.0766751,Alive on Intake,FALSE,1,"33.84791, -118.0766751"
A661655,,CAT,ORANGE,WHITE,Male,2021-02-11,2021-08-11,ILL SEVERE,STRAY,FIELD,,2021-08-11,"20200 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,AT VET,33.8469381,-118.0620026,Alive on Intake,TRUE,0,"33.8469381, -118.0620026"
A643627,*DALE,CAT,BRN TABBY,,Neutered,2020-04-23,2020-06-08,NORMAL,STRAY,FIELD,,2020-06-20,"20200 BLK MAPES AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,,33.8464135,-118.090635,Alive on Intake,FALSE,1,"33.8464135, -118.090635"
A704045,,CAT,BLACK,,Unknown,2023-07-30,2023-08-02,UNDER AGE/WEIGHT,STRAY,OTC,,2023-08-05,"20300 PIONEER BLVD, CERRITOS CA",CERRITOS,DIED,IN FOSTER,33.845958,-118.081939,Alive on Intake,TRUE,0,"33.845958, -118.081939"
A607362,BUDDY,DOG,BROWN,WHITE,Male,2010-05-09,2018-05-09,AGED,QUARANTINE,,,2018-05-19,"2047 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO RESCUE,,33.8543931,-118.1673322,Alive on Intake,FALSE,1,"33.8543931, -118.1673322"
A591137,ATOM,DOG,BLACK,,Neutered,2010-06-01,2017-06-01,NORMAL,OWNER SURRENDER,OTC,,2018-07-05,"2069 LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPEC EVT,33.7948521,-118.1799212,Alive on Intake,FALSE,1,"33.7948521, -118.1799212"
A656243,*RAIN,CAT,CALICO TAB,,Female,2021-03-14,2021-04-14,NORMAL,STRAY,OTC,,2021-04-15,"2070 LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7948128,-118.1908996,Alive on Intake,FALSE,1,"33.7948128, -118.1908996"
A585943,OSCAR,DOG,BROWN,,Neutered,2016-02-18,2017-02-18,NORMAL,QUARANTINE,,,2017-04-09,"20700 BLK STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,33.8419663,-118.0941567,Alive on Intake,FALSE,1,"33.8419663, -118.0941567"
A629289,MUNECA,DOG,TAN,,Female,2015-07-03,2019-07-03,NORMAL,STRAY,OTC,,2019-07-12,"20711 STUDEBAKER RD, LAKEWOOD, CA 90715",SEAACA,RETURN TO OWNER,WEB,33.8404311,-118.0943448,Alive on Intake,FALSE,1,"33.8404311, -118.0943448"
A700343,*COLE,CAT,GRAY,,Neutered,2019-06-07,2023-06-07,INJURED  MODERATE,STRAY,OTC,,2023-06-24,"20806 GRIDLEY RD, LAKEWOOD, CA 90715",SEAACA,COMMUNITY CAT,,33.8410664,-118.0903896,Alive on Intake,FALSE,1,"33.8410664, -118.0903896"
A611635,PENNY,DOG,CHOCOLATE,,Male,2018-03-26,2018-09-08,NORMAL,STRAY,OTC,,2018-09-12,"20TH ST / MOLINO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7934625,-118.1610651,Alive on Intake,FALSE,1,"33.7934625, -118.1610651"
A585017,,DOG,TAN,WHITE,Male,2015-01-24,2017-01-24,NORMAL,STRAY,FIELD,,2017-02-01,"20TH ST / OBISPO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.793493,-118.1545773,Alive on Intake,FALSE,1,"33.793493, -118.1545773"
A588932,,CAT,BRN TABBY,,Male,2017-03-20,2017-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"2100 BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,FNDANIFOUN,33.7954537,-118.2127538,Alive on Intake,FALSE,1,"33.7954537, -118.2127538"
A605875,,OTHER,BROWN,,Unknown,2017-04-06,2018-04-06,INJURED  SEVERE,WILDLIFE,FIELD,,2018-04-06,"2100 BAY VIEW DR, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,INJ SEVERE,33.7965472,-118.1645582,Alive on Intake,TRUE,0,"33.7965472, -118.1645582"
A690070,*BLUEBERRY,CAT,BLACK,WHITE,Unknown,2022-07-03,2022-12-03,NORMAL,STRAY,OTC,,2022-12-12,"2100 BLK 1ST ST LB, CA 90803",LONG BEACH,DIED,IN KENNEL,33.765281,-118.1663126,Alive on Intake,TRUE,0,"33.765281, -118.1663126"
A681372,*TERRA,CAT,GRAY TABBY,,Female,2022-05-03,2022-08-03,NORMAL,STRAY,OTC,,2022-08-17,"2100 BLK ALBURY AVE, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,33.7940805,-118.1177275,Alive on Intake,FALSE,1,"33.7940805, -118.1177275"
A685272,VADER,DOG,BLACK,,Male,2020-09-28,2022-09-28,NORMAL,STRAY,OTC,,2022-09-29,"2100 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7954688,-118.1848329,Alive on Intake,FALSE,1,"33.7954688, -118.1848329"
A648707,*TOTO,CAT,GRAY,,Neutered,2020-07-11,2020-09-12,NORMAL,STRAY,OTC,,2020-09-17,"2100 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,33.7954674,-118.2119323,Alive on Intake,FALSE,1,"33.7954674, -118.2119323"
A586026,*CHARLEMAGNE,CAT,TORTIE,,Female,2011-02-19,2017-02-19,ILL MODERATETE,STRAY,FIELD,,2017-02-26,"2100 BLK CHARLEMAGNE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7941662,-118.1310634,Alive on Intake,TRUE,0,"33.7941662, -118.1310634"
A696468,ROCKY,DOG,WHITE,,Neutered,2021-04-09,2023-04-09,NORMAL,STRAY,OTC,,2023-04-15,2100 BLK CHERRY AVE LB CA 90755,SIGNAL HILL,ADOPTION,,33.7953012,-118.1676599,Alive on Intake,FALSE,1,"33.7953012, -118.1676599"
A704226,SASHA,DOG,TRICOLOR,,Female,2022-08-04,2023-08-04,NORMAL,STRAY,OTC,,2023-08-04,2100 BLK CHERRY AVE SIGNAL HILL CA 90755,SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7953012,-118.1676599,Alive on Intake,FALSE,1,"33.7953012, -118.1676599"
A670872,BLEU,DOG,GRAY,WHITE,Male,2021-02-20,2022-02-20,NORMAL,STRAY,OTC,,2022-02-23,"2100 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7954513,-118.195632,Alive on Intake,FALSE,1,"33.7954513, -118.195632"
A645995,LILLY,CAT,BLACK,WHITE,Female,2019-07-21,2020-07-26,NORMAL,OWNER SURRENDER,OTC,MOVE,2020-07-28,"2100 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7954513,-118.195632,Alive on Intake,FALSE,1,"33.7954513, -118.195632"
A657508,ROYALTY,DOG,BLACK,,Neutered,2019-05-16,2021-12-17,NORMAL,STRAY,OTC,,2022-04-15,"2100 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.7954747,-118.1991184,Alive on Intake,FALSE,1,"33.7954747, -118.1991184"
A662156,,WILD,BROWN,,Unknown,2020-08-20,2021-08-20,ILL SEVERE,WILDLIFE,FIELD,,2021-08-20,"2100 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7954747,-118.1991184,Alive on Intake,TRUE,0,"33.7954747, -118.1991184"
A682424,MAYA,DOG,WHITE,,Female,2019-08-24,2022-08-24,INJURED  SEVERE,STRAY,FIELD,,2022-08-26,"2100 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.7954673,-118.2109256,Alive on Intake,FALSE,1,"33.7954673, -118.2109256"
A687304,OREO,DOG,BROWN,SILVER,Spayed,2019-10-22,2022-10-22,NORMAL,STRAY,OTC,,2022-10-22,"2100 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7954673,-118.2109256,Alive on Intake,FALSE,1,"33.7954673, -118.2109256"
A701409,CANELA,DOG,BLONDE,,Female,2011-06-22,2023-06-22,INJURED  MILD,OWNER SURRENDER,OTC,,2023-06-30,"2100 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,,33.7860735,-118.166506,Alive on Intake,FALSE,1,"33.7860735, -118.166506"
A700731,,CAT,BRN TABBY,,Unknown,2023-05-13,2023-06-13,ILL SEVERE,STRAY,FIELD,,2023-06-15,"2100 BLK E 17TH ST, LB 90804",LONG BEACH,EUTHANASIA,AT VET,33.7880461,-118.1662014,Alive on Intake,TRUE,0,"33.7880461, -118.1662014"
A708359,*SMORES,DOG,BLACK,TAN,Neutered,2020-10-07,2023-10-06,NORMAL,STRAY,OTC,,2023-10-12,2100 BLK E 21ST STREET SIGNAL HILL CA 90755,SIGNAL HILL,ADOPTION,,33.7953,-118.166569,Alive on Intake,FALSE,1,"33.7953, -118.166569"
A597730,,DOG,BROWN,WHITE,Male,2014-09-24,2017-09-24,NORMAL,STRAY,OTC,,2017-09-30,"2100 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,33.7715278,-118.1666202,Alive on Intake,FALSE,1,"33.7715278, -118.1666202"
A589254,DARWIN,CAT,BRN TABBY,BLACK,Neutered,2011-04-26,2017-04-26,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2017-04-29,"2100 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,33.7715278,-118.1666202,Alive on Intake,FALSE,1,"33.7715278, -118.1666202"
A683946,,CAT,BLACK,,Unknown,2022-09-08,2022-09-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-09-14,"2100 BLK E 6TH ST, LONG BEACH, CA 90814",LONG BEACH,DIED,ENROUTE,33.7744395,-118.1666659,Alive on Intake,TRUE,0,"33.7744395, -118.1666659"
A637083,BELLA,DOG,BLACK,WHITE,Spayed,2014-12-04,2019-12-04,NORMAL,STRAY,OTC,,2019-12-29,"2100 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,33.7750682,-118.166514,Alive on Intake,FALSE,1,"33.7750682, -118.166514"
A706227,SHADOW,DOG,TAN,BLACK,Male,2021-09-06,2023-09-06,NORMAL,OWNER SURRENDER,FIELD,OWNER PROB,2023-09-24,"2100 BLK E ANAHEIM ST, LONG BEACH, CA",LONG BEACH,HOMEFIRST,,33.7823364,-118.1663818,Alive on Intake,FALSE,1,"33.7823364, -118.1663818"
A642181,,CAT,BLACK,WHITE,Male,2020-04-05,2020-04-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-04-26,"2100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,33.7823364,-118.1663818,Alive on Intake,FALSE,1,"33.7823364, -118.1663818"
A672321,,WILD,GRAY,WHITE,Unknown,,2022-03-26,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-03-26,"2100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,LBAH,33.7823364,-118.1663818,Alive on Intake,FALSE,1,"33.7823364, -118.1663818"
